Milliseconds,X,Y,Z
1621,2.0199432,2.848053,3.0317383
1631,2.7210388,3.9726868,3.9864807
1641,3.3024902,4.25264,4.9220734
1651,3.745163,4.06839,6.0993347
1662,4.0227356,3.1280212,5.979706
1671,4.644867,2.4771729,5.4700317
1681,5.348358,2.3096771,5.508316
1691,5.355545,2.7188416,5.020172
1702,4.920044,3.427124,4.5942535
1711,4.850647,3.9152527,4.5487976
1721,5.5397797,3.8338928,4.637329
1731,6.0733795,2.991623,4.8574677
1741,6.145172,2.0991058,4.8311462
1752,6.094925,1.1778717,4.381302
1761,6.231308,0.6251221,4.036728
1772,7.394226,-0.39183044,3.5342407
1781,8.269989,-0.7387848,3.531845
1791,9.263016,-0.28894043,3.4600525
1801,10.825531,0.46479797,3.6299438
1811,12.797211,1.5080719,4.563156
1822,14.886154,2.6805573,5.783493
1831,16.027527,3.8243256,6.678406
1841,16.364914,4.281357,7.0588684
1851,16.364914,4.10907,6.9487915
1861,15.809784,3.3433685,6.2213745
1871,15.005798,2.5202332,5.496353
1882,13.82373,1.8167572,5.0177917
1891,12.579468,1.3980103,4.678009
1901,11.974091,1.1850433,4.575119
1911,11.375885,1.0630035,4.7043304
1921,11.344772,1.015152,5.125458
1931,11.344772,1.015152,5.125458
1942,11.564911,1.0558319,5.1374207
1951,11.732407,1.3046875,4.900543
1961,12.239685,1.7282104,4.3477936
1971,12.986252,1.9340057,4.247299
1982,13.586853,2.2618103,3.7950592
1991,13.902695,2.42453,3.3547668
2001,14.256836,2.7475586,2.8139954
2011,13.859634,3.39122,2.34021
2021,13.529419,3.7716827,1.9836884
2031,13.060425,4.0181427,1.5434113
2042,12.529221,4.2646027,1.234726
2051,12.132019,4.1162567,1.4500885
2061,11.892731,3.7573242,1.8903656
2071,11.634308,3.3936157,2.2803955
2081,11.378265,3.1016998,2.6680298
2092,10.880569,3.0442657,2.988678
2101,10.595825,3.1878357,2.6273499
2111,10.208176,3.5874329,2.23732
2121,10.179474,3.7860413,3.852478
2131,10.488144,3.707077,4.7904663
2141,10.69632,3.7118683,4.9196777
2151,10.540787,3.9702911,4.218582
2162,10.18425,3.9559326,3.3188782
2171,9.6315155,3.666397,2.9958496
2181,9.035706,3.2356873,2.9049225
2191,8.451843,2.7690887,2.7254639
2201,8.016357,2.3790588,2.4742126
2211,7.7507477,2.1015015,2.3019257
2221,7.590439,2.0105743,2.2875824
2231,7.4325104,2.1996002,2.2277527
2241,7.131012,2.3982086,2.1128998
2252,6.8773804,2.4747772,1.9477997
2261,6.896515,2.3886414,1.9430084
2271,6.8582306,2.3862457,1.986084
2281,6.7266235,2.4604187,2.151184
2291,6.597412,2.498703,2.1679382
2301,6.5423737,2.50589,2.1057281
2311,6.953949,2.4819489,2.2923584
2321,7.2075806,2.6661987,2.3952484
2331,7.6263275,2.8552399,2.3737183
2342,7.875183,3.0227356,2.335434
2351,7.973282,3.1567383,2.203827
2361,8.128815,3.2285156,2.0722198
2371,8.217346,3.2045898,1.6439056
2381,8.590637,2.2737732,0.909317
2391,9.856445,2.745163,1.6295471
2401,10.866211,2.97966,2.34021
2411,11.488342,2.716446,2.7637482
2421,11.627121,2.4077759,3.3021393
2431,11.473984,2.2546387,3.5749207
2442,11.356735,1.8287201,3.8309479
2451,11.160522,1.6516418,3.950592
2461,11.060028,1.4315033,4.1635437
2471,11.105484,1.1778717,4.453079
2481,11.146164,0.8524475,4.8311462
2491,11.562515,0.61076355,5.089569
2501,12.0195465,0.5653076,5.3121033
2511,12.416763,0.4791565,4.900543
2521,13.168106,0.30926514,4.6349335
2531,13.601212,-0.17407227,4.9842834
