Milliseconds,X,Y,Z
4202,-0.57388306,5.4418793,7.7982483
4211,-0.54756165,5.4107666,7.822174
4221,-0.5308075,5.353348,7.913101
4231,-0.5236206,5.334198,8.039917
4241,-0.5188446,5.3270264,8.087784
4251,-0.50209045,5.3294067,8.106918
4262,-0.5044861,5.346161,8.0494995
4271,-0.5547333,5.305481,7.946594
4281,-0.6073761,5.283951,7.8484955
4291,-0.64086914,5.252838,7.7862854
4301,-0.6959076,5.2121735,7.7551727
4311,-0.6983032,5.2217407,7.7862854
4321,-0.72462463,5.1930237,7.80542
4332,-0.69351196,5.145172,7.812607
4341,-0.717453,5.149948,7.7695312
4351,-0.722229,5.1643066,7.7384186
4361,-0.72702026,5.1954193,7.6474915
4371,-0.6600189,5.2169495,7.657074
4381,-0.6600189,5.214554,7.697754
4391,-0.65522766,5.2337036,7.7551727
4402,-0.6336975,5.2121735,7.776718
4411,-0.65522766,5.1930237,7.7910614
4421,-0.6336975,5.1595306,7.7743225
4431,-0.6528473,5.1595306,7.7240753
4441,-0.62413025,5.243271,7.7288513
4451,-0.59780884,5.231308,7.7743225
4462,-0.5834503,5.2408752,7.8484955
4471,-0.57388306,5.260025,7.9346313
4481,-0.5308075,5.2265167,8.044708
4491,-0.5332031,5.1930237,8.085388
4501,-0.5332031,5.207382,8.090164
4511,-0.51405334,5.2049866,8.087784
4521,-0.52124023,5.252838,8.068634
4531,-0.51405334,5.305481,7.98967
4542,-0.4733734,5.3198395,7.920273
4551,-0.41116333,5.3270264,7.9011383
4561,-0.3824463,5.3198395,7.9561768
4571,-0.3776703,5.3318024,8.032745
4581,-0.3968048,5.300705,8.080597
4591,-0.39920044,5.2959137,8.094955
4601,-0.3968048,5.322235,8.0112
4611,-0.4303131,5.3653107,7.841324
4621,-0.442276,5.379669,7.822174
4631,-0.3537445,5.4227295,7.843704
4641,-0.3585205,5.3820496,7.8939514
4651,-0.39920044,5.3031006,8.018387
4661,-0.44944763,5.2360992,8.145203
4671,-0.49969482,5.202591,8.193069
4682,-0.5379791,5.2384796,8.130844
4691,-0.53559875,5.248062,8.025558
4701,-0.5690918,5.252838,7.8819885
4711,-0.5954132,5.2384796,7.8197784
4721,-0.6097717,5.252838,7.7982483
4731,-0.59780884,5.1954193,7.9011383
4741,-0.5930176,5.1762695,8.042313
4752,-0.60498047,5.1954193,8.116486
4761,-0.57388306,5.190628,8.183487
4771,-0.5690918,5.173874,8.183487
4781,-0.5571289,5.169098,8.142807
4791,-0.5762634,5.202591,8.075821
4801,-0.60020447,5.2217407,7.9968567
4811,-0.5882263,5.2217407,7.9681396
4821,-0.57865906,5.202591,7.9968567
4832,-0.5571289,5.219345,8.044708
4841,-0.5547333,5.1930237,8.097351
4851,-0.53559875,5.173874,8.106918
4861,-0.52124023,5.1762695,8.087784
4871,-0.56430054,5.260025,8.013596
4881,-0.51405334,5.248062,7.90831
4891,-0.5236206,5.276779,7.822174
4902,-0.48295593,5.312668,7.759964
4911,-0.50209045,5.317444,7.7862854
4921,-0.47816467,5.2959137,7.7982483
4931,-0.50927734,5.2624207,7.88678
4941,-0.49969482,5.2049866,7.9920654
